employee_id,week,tasks_assigned,tasks_completed,missed_deadlines,meeting_hours,collaboration_score,engagement_score,learning_hours,burnout_risk
E042,2,16,14,2,12,0.71,0.85,4.3,Low
E042,3,20,18,2,15,0.62,0.82,3.2,High
E042,4,21,20,1,18,0.74,0.79,4.4,Low
E042,5,18,16,2,18,0.77,0.8,4.5,Medium
E042,6,18,18,0,13,0.77,0.84,3.3,Low
E042,7,17,17,0,14,0.8,0.93,5.7,Low
E042,8,20,20,0,15,0.7,0.88,3.9,Medium
E042,9,17,17,0,13,0.73,0.93,3.5,Low
E042,10,18,16,2,13,0.75,0.85,4.0,Medium
E042,11,18,18,0,14,0.7,0.87,4.6,Low
E042,12,16,16,0,14,0.78,0.8,2.8,Low
E043,1,26,24,2,7,0.78,0.79,1.8,Low
E043,2,24,23,1,5,0.82,0.83,2.2,Low
E043,3,20,19,1,8,0.74,0.88,1.2,High
E043,4,22,20,2,6,0.89,0.88,1.5,Low
E043,5,26,26,0,5,0.89,0.81,1.9,Low
E043,6,25,25,0,7,0.82,0.78,1.7,Medium
E043,7,24,23,1,8,0.74,0.94,2.6,Medium
E043,8,24,22,2,8,0.79,0.93,2.0,Low
E043,9,26,26,0,3,0.79,0.82,1.5,Medium
E043,10,24,24,0,5,0.8,0.84,1.1,Low
E043,11,24,22,2,12,0.82,0.77,2.1,Low
E043,12,23,22,1,10,0.79,0.81,1.3,Low
E044,1,15,13,2,14,0.84,0.83,0.9,Low
E044,2,18,16,2,10,0.74,0.79,2.2,Low
E044,3,14,13,1,7,0.74,0.83,1.4,High
E044,4,15,15,0,11,0.7,0.84,0.9,Low
E044,5,18,17,1,16,0.8,0.83,1.9,Low
E044,6,15,14,1,13,0.83,0.8,1.3,Medium
E044,7,16,14,2,12,0.86,0.88,1.9,Low
E044,8,15,14,1,13,0.83,0.74,2.5,Low
E044,9,17,17,0,12,0.92,0.91,0.2,Low
E044,10,16,15,1,12,0.79,0.75,0.8,Low
E044,11,18,17,1,15,0.76,0.76,0.0,Medium
E044,12,16,16,0,10,0.89,0.82,2.8,Low
E045,1,19,18,1,8,0.74,0.86,1.3,Low
E045,2,19,17,2,13,0.6,0.92,2.4,Medium
E045,3,18,16,2,8,0.76,0.92,3.1,Low
E045,4,21,21,0,7,0.79,0.93,4.7,Low
E045,5,18,16,2,10,0.73,0.87,5.4,Low
E045,6,21,21,0,7,0.7,0.88,1.4,High
E045,7,19,17,2,6,0.75,0.9,3.9,Low
E045,8,17,15,2,8,0.68,0.88,4.1,Low
E045,9,16,15,1,7,0.7,0.88,4.2,Low
E045,10,17,16,1,9,0.76,0.83,3.3,Low
E045,11,17,15,2,11,0.85,0.95,3.6,Low
E045,12,19,17,2,7,0.73,0.94,3.9,Low
E046,1,14,14,0,3,0.6,0.95,3.7,Low
E046,2,12,10,2,4,0.63,0.81,4.0,Low
E046,3,16,14,2,0,0.64,0.87,5.2,High
E046,4,14,14,0,4,0.63,0.85,2.9,Low
E046,5,14,13,1,5,0.75,0.86,5.2,Low
E046,6,12,12,0,2,0.61,0.87,4.3,Low
E046,7,15,13,2,3,0.65,0.92,3.7,Low
E046,8,15,15,0,5,0.63,0.97,3.5,Medium
E046,9,14,13,1,4,0.68,0.76,5.9,Medium
E046,10,13,13,0,4,0.7,1.0,4.0,Low
E046,11,11,11,0,1,0.78,0.9,4.6,Low
E046,12,14,14,0,6,0.79,0.89,3.0,Low
E047,1,14,13,1,10,0.86,0.76,5.5,Low
E047,2,12,11,1,9,0.78,0.72,5.6,Low
E047,3,16,16,0,8,0.81,0.76,4.1,Low
E047,4,14,12,2,6,0.93,0.7,4.5,Low
E047,5,17,16,1,6,0.89,0.74,3.2,Low
E047,6,15,13,2,7,0.83,0.77,3.5,Low
E047,7,16,15,1,8,0.85,0.73,4.6,Medium
E047,8,11,11,0,9,0.84,0.82,5.5,Low
E047,9,14,14,0,9,0.79,0.73,5.5,Low
E047,10,17,16,1,7,0.83,0.79,4.6,Medium
E047,11,15,15,0,8,0.79,0.78,5.9,High
E047,12,13,11,2,10,0.81,0.71,4.5,Low
E048,1,23,21,2,12,0.94,0.83,3.1,Low
E048,2,19,17,2,9,0.87,0.9,4.8,Low
E048,3,20,18,2,13,0.81,0.85,6.2,High
E048,4,19,18,1,15,0.91,0.97,3.7,Low
E048,5,19,19,0,12,0.91,0.87,4.6,Low
E048,6,20,20,0,16,0.82,0.89,4.9,Low
E048,7,20,18,2,10,0.91,0.87,5.5,Medium
E048,8,21,19,2,14,0.98,0.94,3.2,Low
E048,9,24,23,1,11,0.95,0.96,3.4,Low
E048,10,21,19,2,14,0.8,0.84,4.3,Medium
E048,11,22,20,2,15,0.87,0.94,4.8,Medium
E048,12,21,21,0,13,0.92,0.97,3.3,Low
E049,1,13,11,2,10,0.73,0.82,4.5,Low
E049,2,14,13,1,11,0.69,0.75,3.0,Low
E049,3,11,9,2,8,0.7,0.91,3.7,Low
E049,4,10,10,0,11,0.76,0.93,4.1,Low
E049,5,11,11,0,13,0.72,0.75,5.2,Low
E049,6,13,11,2,9,0.77,0.8,4.3,Medium
E049,7,13,11,2,8,0.78,0.89,4.4,Medium
E049,8,14,14,0,10,0.73,0.9,3.3,Low
E049,9,16,15,1,13,0.73,0.76,5.8,High
E049,10,15,14,1,9,0.71,0.74,5.9,High
E049,11,18,17,1,7,0.61,0.75,5.2,High
E049,12,17,15,2,9,0.78,0.79,3.6,Low
E050,1,17,17,0,12,0.7,0.65,2.4,Low
E050,2,16,15,1,11,0.78,0.74,4.1,Low
E050,3,18,16,2,13,0.74,0.69,2.7,Low
E050,4,15,13,2,13,0.81,0.78,3.6,Low
E050,5,14,12,2,11,0.79,0.64,2.1,Low
E050,6,19,17,2,10,0.69,0.57,5.1,Medium
E050,7,20,18,2,10,0.68,0.71,3.1,High
E050,8,16,16,0,9,0.7,0.58,4.3,High
E050,9,19,19,0,7,0.63,0.72,3.3,Low
E050,10,18,17,1,12,0.65,0.77,2.3,Low
E050,11,21,21,0,8,0.74,0.72,3.0,Low
E050,12,15,15,0,12,0.77,0.64,5.6,Low
